0.73	0.68
0.97	-0.25
0.31	-0.95
-0.63	-0.78
-0.99	0.11
-0.44	0.90
0.51	0.86
1.00	0.03
0.57	-0.82
-0.39	-0.92
-0.99	-0.17
-0.68	0.74
0.25	0.97
0.95	0.31
0.77	-0.63
-0.11	-0.99
-0.90	-0.44
-0.86	0.52
-0.03	1.00
0.83	0.56
0.92	-0.39
0.17	-0.99
-0.74	-0.67
-0.97	0.26
-0.30	0.95
0.64	0.77
0.99	-0.12
0.44	-0.90
-0.52	-0.85
-1.00	-0.02
-0.56	0.83
0.40	0.92
0.99	0.16
0.67	-0.74
-0.26	-0.96
-0.95	-0.30
-0.77	0.64
0.12	0.99
0.90	0.43
0.85	-0.53
0.02	-1.00
-0.83	-0.56
-0.92	0.40
-0.16	0.99
0.75	0.67
0.96	-0.27
0.30	-0.96
-0.64	-0.77
-0.99	0.13
-0.43	0.90
0.53	0.85
1.00	0.01
0.55	-0.83
-0.40	-0.91
-0.99	-0.15
-0.66	0.75
0.27	0.96
0.96	0.29
0.76	-0.65
-0.13	-0.99
-0.91	-0.42
-0.85	0.53
-0.01	1.00
0.84	0.55
0.91	-0.41
0.15	-0.99
-0.75	-0.66
-0.96	0.28
-0.29	0.96
0.65	0.76
0.99	-0.14
0.42	-0.91
-0.54	-0.84
-1.00	-0.00
-0.54	0.84
0.41	0.91
0.99	0.15
0.66	-0.75
-0.28	-0.96
-0.96	-0.28
-0.76	0.65
0.14	0.99
0.91	0.42
0.84	-0.54
-0.00	-1.00
-0.84	-0.54
-0.91	0.42
-0.14	0.99
0.76	0.65
